accession,Entry Name,organism,ec_number,length,protein_name,taxonomic_group,length_bin,ec_main_class
Q502L2,PGAM5_DANRE,Danio rerio (Zebrafish) (Brachydanio rerio),3.1.3.16,289,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5)",Fish,"(280, 290]",3
Q6GL33,PGAM5_XENTR,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),3.1.3.16,278,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5)",Amphibians,"(270, 280]",3
P48480,PP11_ACEPE,Acetabularia peniculus (Green alga) (Polyphysa peniculus),3.1.3.16,319,Serine/threonine-protein phosphatase PP1 isozyme 1 (EC 3.1.3.16),Algae,"(310, 320]",3
P48481,PP12_ACEPE,Acetabularia peniculus (Green alga) (Polyphysa peniculus),3.1.3.16,319,Serine/threonine-protein phosphatase PP1 isozyme 2 (EC 3.1.3.16),Algae,"(310, 320]",3
Q6GQL2,PP1B_XENLA,Xenopus laevis (African clawed frog),3.1.3.16,327,Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (EC 3.1.3.16),Amphibians,"(320, 330]",3
P62207,PP1B_CHICK,Gallus gallus (Chicken),3.1.3.16; 3.1.3.53,327,Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (EC 3.1.3.16) (EC 3.1.3.53),Birds,"(320, 330]",3
Q7SZ10,PP1GB_XENLA,Xenopus laevis (African clawed frog),3.1.3.16,323,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit B (PP-1G-B) (Protein phosphatase 1 zeta) (xPP1-zeta) (EC 3.1.3.16),Amphibians,"(320, 330]",3
Q9ZSE4,PP2A_HEVBR,Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis),3.1.3.16,306,Serine/threonine-protein phosphatase PP2A catalytic subunit (EC 3.1.3.16),Plants,"(300, 310]",3
Q9XGH7,PP2A_TOBAC,Nicotiana tabacum (Common tobacco),3.1.3.16,312,Serine/threonine-protein phosphatase PP2A catalytic subunit (EC 3.1.3.16),Plants,"(310, 320]",3
P48577,PP2A_ACEPE,Acetabularia peniculus (Green alga) (Polyphysa peniculus),3.1.3.16,307,Serine/threonine-protein phosphatase PP2A-1 catalytic subunit (EC 3.1.3.16),Algae,"(300, 310]",3
B3MR30,PGAM5_DROAN,Drosophila ananassae (Fruit fly),3.1.3.16,289,"Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)",Insects,"(280, 290]",3
B3P9N0,PGAM5_DROER,Drosophila erecta (Fruit fly),3.1.3.16,289,"Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)",Insects,"(280, 290]",3
B4JMM7,PGAM5_DROGR,Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi),3.1.3.16,289,"Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)",Insects,"(280, 290]",3
B4L6S9,PGAM5_DROMO,Drosophila mojavensis (Fruit fly),3.1.3.16,289,"Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)",Insects,"(280, 290]",3
B4GXS1,PGAM5_DROPE,Drosophila persimilis (Fruit fly),3.1.3.16,289,"Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)",Insects,"(280, 290]",3
B4I9J6,PGAM5_DROSE,Drosophila sechellia (Fruit fly),3.1.3.16,289,"Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)",Insects,"(280, 290]",3
B4R313,PGAM5_DROSI,Drosophila simulans (Fruit fly),3.1.3.16,289,"Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)",Insects,"(280, 290]",3
B4M7S0,PGAM5_DROVI,Drosophila virilis (Fruit fly),3.1.3.16,289,"Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)",Insects,"(280, 290]",3
B4NE96,PGAM5_DROWI,Drosophila willistoni (Fruit fly),3.1.3.16,291,"Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)",Insects,"(290, 300]",3
B4PY69,PGAM5_DROYA,Drosophila yakuba (Fruit fly),3.1.3.16,289,"Serine/threonine-protein phosphatase Pgam5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5 homolog)",Insects,"(280, 290]",3
P79774,SNAT_CHICK,Gallus gallus (Chicken),2.3.1.87,205,Serotonin N-acetyltransferase (Serotonin acetylase) (EC 2.3.1.87) (Aralkylamine N-acetyltransferase) (AA-NAT),Birds,"(200, 210]",2
A0A343W969,TPS_MURHI,Murgantia histrionica (Harlequin bug),2.5.1.-,385,Sesquiterpene alcohol synthase (MhTPS) (EC 2.5.1.-),Insects,"(380, 390]",2
A0A067SEC9,TERS_GALM3,Galerina marginata (strain CBS 339.88),4.2.3.-,345,Sesquiterpene synthase GALMADRAFT_104215 (EC 4.2.3.-) (Terpene cyclase GALMADRAFT_104215),Protists,"(340, 350]",4
A0A0C9VD04,TERS_SPHS4,Sphaerobolus stellatus (strain SS14),4.2.3.-; 4.2.3.88,347,Sesquiterpene synthase M422DRAFT_47084 (EC 4.2.3.-) (EC 4.2.3.88) (Terpene cyclase M422DRAFT_47084),Protists,"(340, 350]",4
A0A0B4IF96,BTPSL_METMF,Metarhizium majus (strain ARSEF 297),4.2.3.163; 4.2.3.171,355,Sesquiterpene synthase MAJ_08936 (EC 4.2.3.163) (EC 4.2.3.171) (Bacterial terpene synthase-like protein MAJ_08936) (BTPSL),Protists,"(350, 360]",4
A0A0B4EB91,BTPSL_METAF,Metarhizium anisopliae (strain ARSEF 549),4.2.3.-,355,Sesquiterpene synthase MAN_10655 (EC 4.2.3.-) (Bacterial terpene synthase-like protein MAN_10655) (BTPSL),Protists,"(350, 360]",4
A0A0B4G3Q7,BTPS2_METBS,Metarhizium brunneum (strain ARSEF 3297),4.2.3.163; 4.2.3.171,342,Sesquiterpene synthase MBR_09977 (EC 4.2.3.163) (EC 4.2.3.171) (Bacterial terpene synthase-like protein MBR_09977) (BTPSL),Protists,"(340, 350]",4
A0A0B4FWC3,BTPS1_METBS,Metarhizium brunneum (strain ARSEF 3297),4.2.3.163; 4.2.3.171,332,Sesquiterpene synthase MBR_10393 (EC 4.2.3.163) (EC 4.2.3.171) (Bacterial terpene synthase-like protein MBR_10393) (BTPSL),Protists,"(330, 340]",4
A0A0B4GN88,BTPSL_METGA,Metarhizium guizhouense (strain ARSEF 977),4.2.3.163; 4.2.3.171,348,Sesquiterpene synthase MGU_11447 (EC 4.2.3.163) (EC 4.2.3.171) (Bacterial terpene synthase-like protein MGU_11447) (BTPSL),Protists,"(340, 350]",4
A0A0C3FBR2,TERS_PILCF,Piloderma croceum (strain F 1598),4.2.3.-; 4.2.3.88,345,Sesquiterpene synthase PILCRDRAFT_825684 (EC 4.2.3.-) (EC 4.2.3.88) (Terpene cyclase PILCRDRAFT_825684),Protists,"(340, 350]",4
A0A0D4D912,TPS3_XANST,Xanthium strumarium (Rough cocklebur),4.2.3.23,559,Sesquiterpene synthase TPS3 (Germacrene A synthase) (EC 4.2.3.23) (Terpene synthase 3) (XsTPS3),Protists,"(550, 560]",4
A0A097ZPC9,ANDC_EMEVA,Emericella variicolor (Aspergillus stellatus),1.1.1.-,252,Short chain dehydrogenase andC (EC 1.1.1.-) (Anditomin synthesis protein C),Protists,"(250, 260]",1
A0A097ZPE8,ANDI_EMEVA,Emericella variicolor (Aspergillus stellatus),1.1.1.-,290,Short chain dehydrogenase andI (EC 1.1.1.-) (Anditomin synthesis protein I),Protists,"(280, 290]",1
A0A0F7U1Z1,AUSX_PENBI,Penicillium brasilianum,1.1.1.-,259,Short chain dehydrogenase ausX (EC 1.1.1.-) (Austinoid biosynthesis clusters protein X),Protists,"(250, 260]",1
A0A0E3D8L9,PC15_PENCR,Penicillium crustosum (Blue mold fungus),1.1.1.-,271,Short-chain dehydrogenase PC-15 (EC 1.1.1.-) (Penitrem biosynthesis cluster protein PC-15),Protists,"(270, 280]",1
A0A078IS66,TC32A_BRANA,Brassica napus (Rape),1.1.1.-,320,"Short-chain dehydrogenase TIC 32 A, chloroplastic (EC 1.1.1.-) (Pod-specific dehydrogenase SAC25) (Translocon at the inner envelope membrane of chloroplasts 32 A) (BnTIC32A)",Protists,"(310, 320]",1
A0A078ISJ6,TC32B_BRANA,Brassica napus (Rape),1.1.1.-,320,"Short-chain dehydrogenase TIC 32 B, chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32 B) (BnTIC32B)",Protists,"(310, 320]",1
A0A017SE81,FOGD_ASPRC,Aspergillus ruber (strain CBS 135680),1.1.1.-,286,Short-chain dehydrogenase fogD (EC 1.1.1.-) (Flavoglaucin biosynthesis cluster protein D),Protists,"(280, 290]",1
A0A017SEY2,FOGG_ASPRC,Aspergillus ruber (strain CBS 135680),1.1.1.-,348,Short-chain dehydrogenase fogG (EC 1.1.1.-) (Flavoglaucin biosynthesis cluster protein G),Protists,"(340, 350]",1
Q9ZUH5,SDR2B_ARATH,Arabidopsis thaliana (Mouse-ear cress),1.1.1.-,296,Short-chain dehydrogenase/reductase 2b (AtSDR2b) (EC 1.1.1.-),Plants,"(290, 300]",1
A0A084R1I4,ATR10_STAC4,Stachybotrys chlorohalonatus (strain IBT 40285),1.-.-.-,276,Short-chain dehydrogenase/reductase ATR10 (EC 1.-.-.-) (Core atranone cluster (CAC) protein 10),Protists,"(270, 280]",1
A0A084R1K1,ATR7_STAC4,Stachybotrys chlorohalonatus (strain IBT 40285),1.-.-.-,320,Short-chain dehydrogenase/reductase ATR7 (EC 1.-.-.-) (Core atranone cluster (CAC) protein 7),Protists,"(310, 320]",1
A0A084R1K2,ATR9_STAC4,Stachybotrys chlorohalonatus (strain IBT 40285),1.-.-.-,253,Short-chain dehydrogenase/reductase ATR9 (EC 1.-.-.-) (Core atranone cluster (CAC) protein 9),Protists,"(250, 260]",1
A0A084B9Z0,SAT2_STACB,Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum),1.-.-.-,354,Short-chain dehydrogenase/reductase SAT2 (EC 1.-.-.-) (Satratoxin biosynthesis SC1 cluster protein 2),Protists,"(350, 360]",1
A0A084B9Z1,SAT3_STACB,Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum),1.-.-.-,271,Short-chain dehydrogenase/reductase SAT3 (EC 1.-.-.-) (Satratoxin biosynthesis SC1 cluster protein 3),Protists,"(270, 280]",1
A0A0C6DRT7,BET4_NEOBT,Neocamarosporium betae (Beet black rot fungus) (Pleospora betae),1.1.1.-,346,Short-chain dehydrogenase/reductase bet4 (EC 1.1.1.-) (Betaenone biosynthesis cluster protein 4),Protists,"(340, 350]",1
A0A023I4F1,PRX1_PENRO,Penicillium roqueforti,1.1.99.-,340,Short-chain dehydrogenase/reductase prx1 (EC 1.1.99.-) (PR-toxin biosynthesis cluster protein 1),Protists,"(330, 340]",1
A0A023I4C8,PRX4_PENRO,Penicillium roqueforti,1.1.99.-,329,Short-chain dehydrogenase/reductase prx4 (EC 1.1.99.-) (PR-toxin biosynthesis cluster protein 4),Protists,"(320, 330]",1
P18839,LECS_RANJA,Rana japonica (Japanese reddish frog),3.1.27.-,111,Sialic acid-binding lectin (EC 3.1.27.-),Amphibians,"(110, 120]",3
Q9YGN6,SMUG1_XENLA,Xenopus laevis (African clawed frog),3.2.2.-,281,Single-strand selective monofunctional uracil DNA glycosylase (EC 3.2.2.-),Amphibians,"(280, 290]",3
P79891,RS3_AMBME,Ambystoma mexicanum (Axolotl),4.2.99.18,253,Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3),Amphibians,"(250, 260]",4
Q90YS2,RS3_ICTPU,Ictalurus punctatus (Channel catfish) (Silurus punctatus),4.2.99.18,245,Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3),Fish,"(240, 250]",4
W8EFS0,V5NTD_MACLB,Macrovipera lebetinus (Levantine viper) (Vipera lebetina),3.1.3.5,408,Snake venom 5'-nucleotidase (5'-NT) (VL5'NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (Ecto-5'-NT),Reptiles,"(400, 410]",3
Q8JJ51,VM1_CROMM,Crotalus molossus molossus (Northern black-tailed rattlesnake),3.4.24.-,414,Snake venom metalloproteinase (SVMP) (EC 3.4.24.-),Reptiles,"(410, 420]",3
Q92031,VM1A_AGKCL,Agkistrodon contortrix laticinctus (Broad-banded copperhead) (Agkistrodon mokasen laticinctus),3.4.24.-,411,Snake venom metalloproteinase ACLF (SVMP) (EC 3.4.24.-) (ACLF-I) (Metalloproteinase VMP-I) (AclVMP-I),Reptiles,"(410, 420]",3
Q92032,VM1AH_AGKCL,Agkistrodon contortrix laticinctus (Broad-banded copperhead) (Agkistrodon mokasen laticinctus),3.4.24.-,407,Snake venom metalloproteinase ACLH (SVMP) (EC 3.4.24.-) (ACL hemorrhagic toxin I) (ACLH-I) (ACLHT-I) (Hemorrhagic metalloproteinase ACLH),Reptiles,"(400, 410]",3
Q2EI26,VM1PA_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,413,Snake venom metalloproteinase AaPA (SVMP) (EC 3.4.24.-) (Agkistrodon acutus prothrombin activator),Reptiles,"(410, 420]",3
Q7LZS9,VM1A_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,202,Snake venom metalloproteinase Ac1 (SVMP) (EC 3.4.24.-) (Ac1-proteinase),Reptiles,"(200, 210]",3
Q8QG89,VM1B_BOTIN,Bothrops insularis (Golden lancehead) (Lachesis insularis),3.4.24.-,409,Snake venom metalloproteinase BITM02A (SVMP) (EC 3.4.24.-),Reptiles,"(400, 410]",3
P83512,VM1B1_BOTAS,Bothrops asper (Terciopelo),3.4.24.-,408,Snake venom metalloproteinase BaP1 (SVMP) (EC 3.4.24.-) (Hemorrhagic metalloproteinase BaP1) (Bap-1),Reptiles,"(400, 410]",3
Q7T1T4,VM1B2_BOTJR,Bothrops jararacussu (Jararacussu),3.4.24.-,369,Snake venom metalloproteinase BjussuMP-2 (SVMP) (EC 3.4.24.-) (BOJUMET I) (BjussuMP-II) (Nonhemorrhagic metalloprotease MP-II),Reptiles,"(360, 370]",3
P85314,VM1BI_BOTMO,Bothrops moojeni (Lance-headed viper) (Caissaca),3.4.24.-,205,Snake venom metalloproteinase BmooMPalpha-I (SVMP) (EC 3.4.24.-),Reptiles,"(200, 210]",3
Q9IAY3,VM1H1_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,400,Snake venom metalloproteinase H1 (SVMP) (EC 3.4.24.-),Reptiles,"(390, 400]",3
Q9IAY1,VM1H2_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,400,Snake venom metalloproteinase H2 (SVMP) (EC 3.4.24.-),Reptiles,"(390, 400]",3
Q9IAY0,VM1H3_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,400,Snake venom metalloproteinase H3 (SVMP) (EC 3.4.24.-),Reptiles,"(390, 400]",3
Q9IAY4,VM1H4_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,357,Snake venom metalloproteinase H4 (SVMP) (EC 3.4.24.-),Reptiles,"(350, 360]",3
Q9IAY2,VM1H5_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,404,Snake venom metalloproteinase H5 (SVMP) (EC 3.4.24.-),Reptiles,"(400, 410]",3
P86802,VM1H1_BOTMA,Bothrops marajoensis (Marajo lancehead),3.4.24.-,238,Snake venom metalloproteinase HF-1 (BmHF-1) (SVMP) (EC 3.4.24.-),Reptiles,"(230, 240]",3
Q9PSN7,VM3H1_CRORU,Crotalus ruber ruber (Red diamond rattlesnake),3.4.24.-,216,Snake venom metalloproteinase HT-1 (SVMP) (EC 3.4.24.-) (Hemorrhagic metalloproteinase HT-1) (Hemorrhagic toxin I),Reptiles,"(210, 220]",3
U3KRG1,VM1T1_PROMU,Protobothrops mucrosquamatus (Taiwan habu) (Trimeresurus mucrosquamatus),3.4.24.-,202,Snake venom metalloproteinase TM-1 (SVMP) (EC 3.4.24.-) (Zinc-dependent metalloproteinase),Reptiles,"(200, 210]",3
Q9W7S2,VM11_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,417,Snake venom metalloproteinase aculysin-1 (SVMP) (EC 3.4.24.-),Reptiles,"(410, 420]",3
Q9PW35,VM1AA_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,413,Snake venom metalloproteinase acutolysin-A (SVMP) (EC 3.4.24.-) (Hemorrhagin I) (HI),Reptiles,"(410, 420]",3
Q9PW36,VM1AC_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,417,Snake venom metalloproteinase acutolysin-C (SVMP) (EC 3.4.24.-),Reptiles,"(410, 420]",3
P60244,VM1A3_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.24.-,197,Snake venom metalloproteinase acutolysin-C (SVMP) (EC 3.4.24.-) (Hemorrhagin III),Reptiles,"(190, 200]",3
P34179,VM12_CROAD,Crotalus adamanteus (Eastern diamondback rattlesnake),3.4.24.46,203,Snake venom metalloproteinase adamalysin-2 (SVMP) (EC 3.4.24.46) (Adamalysin II) (Proteinase II),Reptiles,"(200, 210]",3
Q90391,VM1AB_CROAT,Crotalus atrox (Western diamondback rattlesnake),3.4.24.41,414,Snake venom metalloproteinase atrolysin-B (SVMP) (EC 3.4.24.41) (Hemorrhagic toxin B) (HT-B) (Metalloendopeptidase B),Reptiles,"(410, 420]",3
Q90392,VM1AC_CROAT,Crotalus atrox (Western diamondback rattlesnake),3.4.24.42,414,Snake venom metalloproteinase atrolysin-C (SVMP) (EC 3.4.24.42) (Hemorrhagic metalloproteinase atrolysin C) (Hemorrhagic toxin C) (HT-C),Reptiles,"(410, 420]",3
Q91401,VM1AT_CROAT,Crotalus atrox (Western diamondback rattlesnake),3.4.24.43,203,Snake venom metalloproteinase atroxase (SVMP) (EC 3.4.24.43) (Nonhemorrhagic metalloprotease atroxase),Reptiles,"(200, 210]",3
P85420,VM11_BOTAT,Bothrops atrox (Barba amarilla) (Fer-de-lance),3.4.24.-,202,Snake venom metalloproteinase atroxlysin-1 (SVMP) (EC 3.4.24.-) (Atroxlysin-I),Reptiles,"(200, 210]",3
P84035,VM3BA_BOTAS,Bothrops asper (Terciopelo),3.4.24.-,63,Snake venom metalloproteinase basparin-A (SVMP) (EC 3.4.24.-),Reptiles,"(60, 70]",3
P28891,VM1F_AGKCO,Agkistrodon contortrix contortrix (Southern copperhead),3.4.24.72,203,Snake venom metalloproteinase fibrolase (SVMP) (EC 3.4.24.72) (Fibrinolytic metalloproteinase) (Fibrinolytic proteinase) (Alfimeprase),Reptiles,"(200, 210]",3
P83255,VM1F_MACLB,Macrovipera lebetinus (Levantine viper) (Vipera lebetina),3.4.24.72,202,Snake venom metalloproteinase fibrolase (SVMP) (EC 3.4.24.72) (Fibrinolytic proteinase) (Non-hemorrhagic fibrinolytic metalloproteinase) (VlF),Reptiles,"(200, 210]",3
Q3ZD74,VM1L4_MACLB,Macrovipera lebetinus (Levantine viper) (Vipera lebetina),3.4.24.-,217,Snake venom metalloproteinase lebetase-4 (Le-4) (Le4) (EC 3.4.24.-),Reptiles,"(210, 220]",3
P84907,VM1LA_BOTLC,Bothrops leucurus (Whitetail lancehead),3.4.24.-,202,Snake venom metalloproteinase leucurolysin-A (Leuc-A) (SVMP) (EC 3.4.24.-),Reptiles,"(200, 210]",3
Q9I9R4,VM1N_BOTPA,Bothrops pauloensis (Neuwied's lancehead) (Bothrops neuwiedi pauloensis),3.4.24.-,198,Snake venom metalloproteinase neuwiedase (SVMP) (EC 3.4.24.-),Reptiles,"(190, 200]",3
Q2QA04,VSP_CRODD,Crotalus durissus durissus (Central American rattlesnake),3.4.21.-,262,Snake venom serine protease (SVSP) (EC 3.4.21.-),Reptiles,"(260, 270]",3
Q072L7,VSP_LACST,Lachesis stenophrys (Central American bushmaster),3.4.21.-,258,Snake venom serine protease (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q09GK1,VSP_PHIOL,Philodryas olfersii (Green snake),3.4.21.-,261,Snake venom serine protease (SVSP) (EC 3.4.21.-),Reptiles,"(260, 270]",3
Q9DF67,VSP2_PROJR,Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii),3.4.21.-,258,Snake venom serine protease 2 (SP2) (SVSP) (EC 3.4.21.-) (Jerdonobin-II),Reptiles,"(250, 260]",3
Q9DF66,VSP3_PROJR,Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii),3.4.21.-,258,Snake venom serine protease 3 (SP3) (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q8AY78,VSP5M_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,258,Snake venom serine protease 5 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q8QG86,VSP_BOTIN,Bothrops insularis (Golden lancehead) (Lachesis insularis),3.4.21.-,257,Snake venom serine protease BITS01A (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q9PTU8,VSP3_BOTJA,Bothrops jararaca (Jararaca) (Bothrops jajaraca),3.4.21.-,258,Snake venom serine protease BPA (SVSP) (EC 3.4.21.-) (Bothrops protease A) (BPA),Reptiles,"(250, 260]",3
Q6IWF1,VSPTL_BOTAL,Bothrops alternatus (Urutu) (Rhinocerophis alternatus),3.4.21.-,233,Snake venom serine protease BthaTL (SVSP) (EC 3.4.21.-),Reptiles,"(230, 240]",3
Q71QI2,VSP2_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,258,Snake venom serine protease CL2 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QI3,VSP5_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,257,Snake venom serine protease CL5 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q9I8X0,VSP3_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.21.-,257,Snake venom serine protease Dav-KN (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q9I8X1,VSPP_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.21.-,258,Snake venom serine protease Dav-PA (SVSP) (AaV-SP-I) (AaV-SP-II) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q9I8W9,VSP4_DEIAC,Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus),3.4.21.-,260,Snake venom serine protease Dav-X (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q5W960,VSP12_BOTJA,Bothrops jararaca (Jararaca) (Bothrops jajaraca),3.4.21.-,255,Snake venom serine protease HS112 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q5W959,VSP14_BOTJA,Bothrops jararaca (Jararaca) (Bothrops jajaraca),3.4.21.-,258,Snake venom serine protease HS114 (SVSP) (EC 3.4.21.-) (BjSP) (Thrombin-like enzyme HS114) (SVTLE),Reptiles,"(250, 260]",3
Q9YGJ9,VSPH2_GLOBR,Gloydius brevicauda (Korean slamosa snake) (Agkistrodon halys brevicaudus),3.4.21.-,257,Snake venom serine protease Haly-2 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QJ3,VSP01_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,257,Snake venom serine protease KN1 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QI8,VSP10_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,257,Snake venom serine protease KN10 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QI7,VSP11_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,257,Snake venom serine protease KN11 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QI1,VSP12_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,258,Snake venom serine protease KN12 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QH6,VSP13_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,258,Snake venom serine protease KN13 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QH9,VSP14_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,260,Snake venom serine protease KN14 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QJ0,VSP02_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,257,Snake venom serine protease KN2 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QI5,VSP03_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,257,Snake venom serine protease KN3 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QI4,VSP05_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,260,Snake venom serine protease KN5 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QJ2,VSP06_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,260,Snake venom serine protease KN6 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QH5,VSP08_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,257,Snake venom serine protease KN8 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QJ1,VSP09_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,257,Snake venom serine protease KN9 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q71QH7,VSPP_TRIST,Trimeresurus stejnegeri (Chinese green tree viper) (Viridovipera stejnegeri),3.4.21.-,258,Snake venom serine protease PA (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q802F0,VSPP1_GLOHA,Gloydius halys (Chinese water mocassin) (Agkistrodon halys),3.4.21.-,258,Snake venom serine protease PTLE1 (SVSP) (EC 3.4.21.-),Reptiles,"(250, 260]",3
Q8QHK3,VSP1_CROAT,Crotalus atrox (Western diamondback rattlesnake),3.4.21.-,262,Snake venom serine protease catroxase-1 (SVSP) (EC 3.4.21.-) (Catroxase I),Reptiles,"(260, 270]",3
